Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","YAKIMA","WA","98902","Yakima","0.850671","0.873263","0.854833","0.866155","7 out of 10","6 out of 9","7 out of 10","0.883472","0.908094","0.866888","0.856867","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.849469","0.882440","1 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.028783","0.025156","8 out of 10","6 out of 9","8 out of 10"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","TOPPENISH","WA","98948","Yakima","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.881959","0.888317","2 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.883755","0.882758","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"500039","HARRISON MEMORIAL HOSPITAL","2520 CHERRY AVENUE","BREMERTON","WA","98310","Kitsap","0.850671","0.873263","0.846555","0.834354","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.874211","0.840633","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860685","0.897350","6 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.032876","0.014243","10 out of 10","9 out of 9","10 out of 10"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","LONGVIEW","WA","98632","Cowlitz","0.850671","0.873263","0.863869","0.852468","1 out of 10","0 out of 9","1 out of 10","0.883472","0.908094","0.885987","0.858918","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.861073","0.868013","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","0.029142","0.026777","6 out of 10","3 out of 9","6 out of 10"
"500044","MULTICARE DEACONESS HOSPITAL","W 800 FIFTH AVENUE","SPOKANE","WA","99210","Spokane","0.850671","0.873263","0.862444","0.847226","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.883687","0.883123","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.882513","0.907391","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.033718","0.026683","6 out of 10","6 out of 9","6 out of 10"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","VANCOUVER","WA","98668","Clark","0.850671","0.873263","0.832747","0.857417","3 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.882626","0.869758","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.886162","0.886490","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.033947","0.017520","10 out of 10","9 out of 9","10 out of 10"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","BELLEVUE","WA","98004","King","0.850671","0.873263","0.852094","0.856260","3 out of 10","1 out of 9","3 out of 10","0.883472","0.908094","0.850028","0.892363","4 out of 10","7 out of 9","7 out of 10","0.882334","0.907906","0.879247","0.915408","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.023479","0.022794","10 out of 10","9 out of 9","10 out of 10"
"500053","TRIOS","900 SOUTH AUBURN STREET","KENNEWICK","WA","99336","Benton","0.850671","0.873263","0.846310","0.843927","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.858489","0.887565","2 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.866365","0.888705","3 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.027412","0.025985","7 out of 10","3 out of 9","7 out of 10"
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE","SPOKANE","WA","99204","Spokane","0.850671","0.873263","0.862755","0.876015","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.854819","0.854350","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860693","0.864810","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.035090","0.018705","10 out of 10","9 out of 9","10 out of 10"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","RICHLAND","WA","99352","Benton","0.850671","0.873263","0.840150","0.855031","2 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.838385","0.878505","0 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.885427","0.905351","9 out of 10","8 out of 9","9 out of 10","0.032229","0.023178","0.023664","0.024486","8 out of 10","0 out of 9","8 out of 10"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","ARLINGTON","WA","98223","Snohomish","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.877752","0.864184","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.864514","0.900634","7 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.028777","0.025211","7 out of 10","6 out of 9","7 out of 10"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","SEATTLE","WA","98104","King","0.850671","0.873263","0.828644","0.864977","6 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.890371","0.883842","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.877755","0.902301","8 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","PORT ANGELES","WA","98362","Clallam","0.850671","0.873263","0.841894","0.842439","0 out of 10","0 out of 9","0 out of 10","0.883472","0.908094","0.849652","0.872158","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.829394","0.894561","5 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.028859","0.021773","10 out of 10","9 out of 9","10 out of 10"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","SPOKANE","WA","99208","Spokane","0.850671","0.873263","0.842909","0.876505","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.883880","0.841099","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.905268","0.890652","3 out of 10","0 out of 9","3 out of 10","0.032229","0.023178","0.039211","0.030969","2 out of 10","5 out of 9","5 out of 10"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","PUYALLUP","WA","98372","Pierce","0.850671","0.873263","0.831732","0.853482","2 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.867197","0.884873","1 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.855717","0.898710","6 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.041943","0.021967","10 out of 10","9 out of 9","10 out of 10"
"500084","EVERGREENHEALTH MONROE","14701 179TH SE","MONROE","WA","98272","Snohomish","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.865183","0.880787","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.882113","0.885171","1 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","0.029536","0.022277","10 out of 10","9 out of 9","10 out of 10"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","RENTON","WA","98055","King","0.850671","0.873263","0.839305","0.869510","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.888276","0.877363","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.860275","0.890480","3 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.024332","0.025442","7 out of 10","0 out of 9","7 out of 10"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","TACOMA","WA","98405","Pierce","0.850671","0.873263","0.826956","0.865512","6 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.872927","0.882308","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.858438","0.893179","4 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.035069","0.024795","8 out of 10","8 out of 9","8 out of 10"
"500119","MULTICARE VALLEY HOSPITAL","12606 EAST MISSION AVENUE","SPOKANE","WA","99216","Spokane","0.850671","0.873263","0.834385","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.859226","0.880990","0 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.876394","0.891200","4 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.038556","0.040902","0 out of 10","0 out of 9","0 out of 10"
"500124","EVERGREENHEALTH MEDICAL CENTER","12040 NE 128TH STREET","KIRKLAND","WA","98034","King","0.850671","0.873263","0.853701","0.860837","5 out of 10","3 out of 9","5 out of 10","0.883472","0.908094","0.893453","0.884566","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.913899","0.928224","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.025972","0.018519","10 out of 10","9 out of 9","10 out of 10"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","TACOMA","WA","98405","Pierce","0.850671","0.873263","0.820613","0.857779","3 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.863885","0.877610","0 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.875968","0.913094","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.032651","0.030287","2 out of 10","2 out of 9","2 out of 10"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","OLYMPIA","WA","98502","Thurston","0.850671","0.873263","0.846468","0.861829","5 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.861765","0.886087","1 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.884119","0.900459","7 out of 10","6 out of 9","7 out of 10","0.032229","0.023178","0.028823","0.019303","10 out of 10","9 out of 9","10 out of 10"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","FEDERAL WAY","WA","98003","King","0.850671","0.873263","0.832955","0.856464","3 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.860256","0.859109","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.844129","0.885241","2 out of 10","6 out of 9","6 out of 10","0.032229","0.023178","0.048810","0.025079","8 out of 10","9 out of 9","9 out of 10"
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","VANCOUVER","WA","98686","Clark","0.850671","0.873263","0.830921","0.864012","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.867430","0.872171","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.893106","0.896407","5 out of 10","2 out of 9","5 out of 10","0.032229","0.023178","0.027237","0.016462","10 out of 10","9 out of 9","10 out of 10"
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","GIG HARBOR","WA","98332","Pierce","0.850671","0.873263","0.843450","0.864290","6 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.869196","0.886924","2 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.903239","0.894086","5 out of 10","0 out of 9","5 out of 10","0.032229","0.023178","0.023415","0.017004","10 out of 10","9 out of 9","10 out of 10"
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","ISSAQUAH","WA","98029","King","0.850671","0.873263","Not Available","0.864795","6 out of 10","Not Available","6 out of 10","0.883472","0.908094","Not Available","0.900153","7 out of 10","Not Available","7 out of 10","0.882334","0.907906","Not Available","0.889448","3 out of 10","Not Available","3 out of 10","0.032229","0.023178","0.035517","0.023970","9 out of 10","9 out of 9","9 out of 10"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","MORGANTOWN","WV","26506","Monongalia","0.850671","0.873263","0.822902","0.843820","0 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.879027","0.879726","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.874689","0.901254","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.033715","0.028752","4 out of 10","4 out of 9","4 out of 10"
"510002","GREENBRIER VALLEY MEDICAL CENTER","1320 MAPLEWOOD AVENUE","RONCEVERTE","WV","24970","Greenbrier","0.850671","0.873263","0.853780","0.861511","5 out of 10","3 out of 9","5 out of 10","0.883472","0.908094","0.888190","0.872069","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.893772","0.886151","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.029893","0.022255","10 out of 10","9 out of 9","10 out of 10"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","BRIDGEPORT","WV","26330","Harrison","0.850671","0.873263","0.843008","0.871720","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.877721","0.895616","5 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.868441","0.905386","9 out of 10","9 out of 9","9 out of 10","0.032229","0.023178","0.033633","0.017958","10 out of 10","9 out of 9","10 out of 10"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","HUNTINGTON","WV","25702","Cabell","0.850671","0.873263","0.874852","0.884888","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.878146","0.900727","7 out of 10","7 out of 9","7 out of 10","0.882334","0.907906","0.868923","0.901644","7 out of 10","8 out of 9","8 out of 10","0.032229","0.023178","0.024560","0.015667","10 out of 10","9 out of 9","10 out of 10"
"510008","BERKELEY MEDICAL CENTER","2500 HOSPITAL DRIVE","MARTINSBURG","WV","25401","Berkeley","0.850671","0.873263","0.836719","0.868432","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.874714","0.885913","1 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.885352","0.908074","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.037217","0.023538","9 out of 10","9 out of 9","9 out of 10"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","POINT PLEASANT","WV","25550","Mason","0.850671","0.873263","0.847941","0.864969","6 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.878007","0.884786","1 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.857904","0.897342","6 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","Not Available","0.022724","10 out of 10","Not Available","10 out of 10"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","GLEN DALE","WV","26038","Marshall","0.850671","0.873263","0.834521","0.863566","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.878445","0.867948","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.850077","0.892830","4 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","CHARLESTON","WV","25301","Kanawha","0.850671","0.873263","0.854234","0.872974","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.903103","0.887885","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.892558","0.889444","3 out of 10","0 out of 9","3 out of 10","0.032229","0.023178","0.032060","0.016414","10 out of 10","9 out of 9","10 out of 10"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","WEIRTON","WV","26062","Hancock","0.850671","0.873263","0.840105","0.863588","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.901474","0.885383","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.912178","0.917448","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.026409","0.028948","4 out of 10","0 out of 9","4 out of 10"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DRIVE","MORGANTOWN","WV","26505","Monongalia","0.850671","0.873263","0.862321","0.877157","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.886889","0.897363","6 out of 10","4 out of 9","6 out of 10","0.882334","0.907906","0.890439","0.903463","8 out of 10","7 out of 9","8 out of 10","0.032229","0.023178","0.026280","0.026589","6 out of 10","0 out of 9","6 out of 10"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVENUE SW","SOUTH CHARLESTON","WV","25309","Kanawha","0.850671","0.873263","0.842612","0.872319","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.865257","0.892749","4 out of 10","6 out of 9","6 out of 10","0.882334","0.907906","0.836002","0.908808","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.029987","0.027302","5 out of 10","3 out of 9","5 out of 10"
"510030","DAVIS MEDICAL CENTER","812 GORMAN AVENUE","ELKINS","WV","26241","Randolph","0.850671","0.873263","0.853142","0.871406","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.904381","0.889354","3 out of 10","0 out of 9","3 out of 10","0.882334","0.907906","0.870521","0.898971","6 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.037811","0.034974","0 out of 10","1 out of 9","1 out of 10"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","CHARLESTON","WV","25301","Kanawha","0.850671","0.873263","0.856720","0.875652","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.881625","0.897722","6 out of 10","6 out of 9","6 out of 10","0.882334","0.907906","0.897441","0.888912","3 out of 10","0 out of 9","3 out of 10","0.032229","0.023178","0.030923","0.023393","9 out of 10","9 out of 9","9 out of 10"
"510038","STONEWALL JACKSON MEMORIAL HOSPITAL","230 HOSPITAL PLAZA","WESTON","WV","26452","Lewis","0.850671","0.873263","0.839349","0.870888","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.887730","0.885928","1 out of 10","0 out of 9","1 out of 10","0.882334","0.907906","0.873908","0.877540","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","0.028871","0.027487","5 out of 10","2 out of 9","5 out of 10"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","WHEELING","WV","26003","Ohio","0.850671","0.873263","0.849319","0.853571","2 out of 10","1 out of 9","2 out of 10","0.883472","0.908094","0.861201","0.856249","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.903807","0.885536","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.043835","0.028144","5 out of 10","7 out of 9","7 out of 10"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","PRINCETON","WV","24740","Mercer","0.850671","0.873263","0.834262","0.848639","0 out of 10","3 out of 9","3 out of 10","0.883472","0.908094","0.886437","0.893869","4 out of 10","3 out of 9","4 out of 10","0.882334","0.907906","0.896080","0.885071","1 out of 10","0 out of 9","1 out of 10","0.032229","0.023178","0.039825","0.025098","8 out of 10","8 out of 9","8 out of 10"
"510047","FAIRMONT REGIONAL MEDICAL CENTER","1325 LOCUST AVENUE","FAIRMONT","WV","26554","Marion","0.850671","0.873263","0.862402","0.871126","9 out of 10","8 out of 9","9 out of 10","0.883472","0.908094","0.902904","0.887508","2 out of 10","0 out of 9","2 out of 10","0.882334","0.907906","0.899336","0.915216","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.044648","Not Available","Not Available","Not Available","Not Available"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","LOGAN","WV","25601","Logan","0.850671","0.873263","0.855178","0.872517","9 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.900100","0.907857","9 out of 10","9 out of 9","9 out of 10","0.882334","0.907906","0.900920","0.908859","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.033258","Not Available","Not Available","Not Available","Not Available"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","WHEELING","WV","26003","Ohio","0.850671","0.873263","0.831526","0.852682","1 out of 10","5 out of 9","5 out of 10","0.883472","0.908094","0.879958","0.846967","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.854102","0.851130","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.035435","0.033790","0 out of 10","1 out of 9","1 out of 10"
"510055","CABELL HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","HUNTINGTON","WV","25701","Cabell","0.850671","0.873263","0.838189","0.863943","6 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.861328","0.887580","2 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.875702","0.889631","3 out of 10","4 out of 9","4 out of 10","0.032229","0.023178","0.025707","0.016120","10 out of 10","9 out of 9","10 out of 10"
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","PARKERSBURG","WV","26101","Wood","0.850671","0.873263","0.861488","0.870246","8 out of 10","7 out of 9","8 out of 10","0.883472","0.908094","0.885885","0.869194","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.867864","0.874964","0 out of 10","1 out of 9","1 out of 10","0.032229","0.023178","0.036671","0.023725","9 out of 10","9 out of 9","9 out of 10"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","BECKLEY","WV","25801","Raleigh","0.850671","0.873263","0.850950","0.879282","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.879128","0.894100","4 out of 10","5 out of 9","5 out of 10","0.882334","0.907906","0.871334","0.911499","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.037634","0.034240","0 out of 10","2 out of 9","2 out of 10"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","BECKLEY","WV","25801","Raleigh","0.850671","0.873263","0.863025","0.865547","6 out of 10","2 out of 9","6 out of 10","0.883472","0.908094","0.879590","0.901867","7 out of 10","7 out of 9","7 out of 10","0.882334","0.907906","0.888495","0.893176","4 out of 10","2 out of 9","4 out of 10","0.032229","0.023178","0.046904","0.029124","4 out of 10","7 out of 9","7 out of 10"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","BLUEFIELD","WV","24701","Mercer","0.850671","0.873263","0.837228","0.884407","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.889456","0.847992","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.900208","0.875101","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.035289","0.022648","10 out of 10","9 out of 9","10 out of 10"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","WILLIAMSON","WV","25661","Mingo","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.872550","0.884847","1 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.884647","0.893176","4 out of 10","3 out of 9","4 out of 10","0.032229","0.023178","Not Available","Not Available","Not Available","Not Available","Not Available"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","SUMMERSVILLE","WV","26651","Nicholas","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.889097","0.895594","5 out of 10","3 out of 9","5 out of 10","0.882334","0.907906","0.878396","0.875287","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","Not Available","0.028134","5 out of 10","Not Available","5 out of 10"
"520002","ASCENSION ST MICHAELS HOSPITAL","900 ILLINOIS AVE","STEVENS POINT","WI","54481","Portage","0.850671","0.873263","0.846138","0.868825","8 out of 10","8 out of 9","8 out of 10","0.883472","0.908094","0.879664","0.891818","4 out of 10","4 out of 9","4 out of 10","0.882334","0.907906","0.883460","0.912714","10 out of 10","9 out of 9","10 out of 10","0.032229","0.023178","0.042192","0.018827","10 out of 10","9 out of 9","10 out of 10"
"520004","MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","LA CROSSE","WI","54601","La Crosse","0.850671","0.873263","0.842163","0.857301","3 out of 10","4 out of 9","4 out of 10","0.883472","0.908094","0.862540","0.872830","0 out of 10","2 out of 9","2 out of 10","0.882334","0.907906","0.886221","0.889804","3 out of 10","1 out of 9","3 out of 10","0.032229","0.023178","0.027842","0.028652","4 out of 10","0 out of 9","4 out of 10"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","WAUKESHA","WI","53188","Waukesha","0.850671","0.873263","0.842228","0.861501","5 out of 10","6 out of 9","6 out of 10","0.883472","0.908094","0.900271","0.872391","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.905728","0.887661","2 out of 10","0 out of 9","2 out of 10","0.032229","0.023178","0.030167","0.025014","8 out of 10","7 out of 9","8 out of 10"
"520009","ASCENSION NE WISCONSIN ST ELIZABETH HOSPITAL","1506 S ONEIDA ST","APPLETON","WI","54915","Outagamie","0.850671","0.873263","0.826827","0.860689","4 out of 10","7 out of 9","7 out of 10","0.883472","0.908094","0.892419","0.855749","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.867320","0.891066","4 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.045227","0.034885","0 out of 10","4 out of 9","4 out of 10"
"520011","MARSHFIELD MEDICAL CENTER - RICE LAKE","1700 WEST STOUT STREET","RICE LAKE","WI","54868","Barron","0.850671","0.873263","Not Available","0.875165","10 out of 10","Not Available","10 out of 10","0.883472","0.908094","0.872992","0.885258","1 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.885261","0.874577","0 out of 10","0 out of 9","0 out of 10","0.032229","0.023178","0.026756","0.023694","9 out of 10","8 out of 9","9 out of 10"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","EAU CLAIRE","WI","54701","Eau Claire","0.850671","0.873263","0.850811","0.885087","10 out of 10","9 out of 9","10 out of 10","0.883472","0.908094","0.876322","0.888842","2 out of 10","3 out of 9","3 out of 10","0.882334","0.907906","0.878903","0.900047","7 out of 10","7 out of 9","7 out of 10","0.032229","0.023178","0.036883","0.023874","9 out of 10","9 out of 9","9 out of 10"
"520017","ST JOSEPHS HOSPITAL","2661 COUNTY HWY I","CHIPPEWA FALLS","WI","54729","Chippewa","0.850671","0.873263","Not Available","Not Available","Not Available","Not Available","Not Available","0.883472","0.908094","0.883964","0.867876","0 out of 10","0 out of 9","0 out of 10","0.882334","0.907906","0.892863","0.896313","5 out of 10","2 out of 9","5 out of 10","0.032229","0.023178","0.030185","0.021232","10 out of 10","9 out of 9","10 out of 10"
"520019","ASCENSION ST MARYS HOSPITAL","2251 NORTH SHORE DR","RHINELANDER","WI","54501","Oneida","0.850671","0.873263","0.832180","0.869852","8 out of 10","9 out of 9","9 out of 10","0.883472","0.908094","0.867900","0.874544","0 out of 10","1 out of 9","1 out of 10","0.882334","0.907906","0.878247","0.893489","4 out of 10","5 out of 9","5 out of 10","0.032229","0.023178","0.030101","0.021826","10 out of 10","9 out of 9","10 out of 10"
